tree_tip,matched_MDD_name,match_type,order,family,genus,iucn_category,extinct_flag
Alouatta_discolor,Alouatta_discolor,direct,Primates,Atelidae,Alouatta,VU,0.0
Alouatta_macconnelli,Alouatta_macconnelli,direct,Primates,Atelidae,Alouatta,LC,0.0
Alouatta_seniculus,Alouatta_seniculus,direct,Primates,Atelidae,Alouatta,LC,0.0
Alouatta_puruensis,Alouatta_seniculus,synonym:nominalName,Primates,Atelidae,Alouatta,LC,0.0
Symphalangus_syndactylus,Symphalangus_syndactylus,direct,Primates,Hylobatidae,Symphalangus,EN,0.0
Hylobates_pileatus,Hylobates_pileatus,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Hylobates_lar,Hylobates_lar,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Hylobates_muelleri,Hylobates_muelleri,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Hylobates_moloch,Hylobates_moloch,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Hylobates_klossii,Hylobates_klossii,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Hylobates_albibarbis,Hylobates_albibarbis,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Hylobates_agilis,Hylobates_agilis,direct,Primates,Hylobatidae,Hylobates,EN,0.0
Nomascus_annamensis,Nomascus_annamensis,direct,Primates,Hylobatidae,Nomascus,EN,0.0
Nomascus_nasutus,Nomascus_nasutus,direct,Primates,Hylobatidae,Nomascus,CR,0.0
Nomascus_hainanus,Nomascus_hainanus,direct,Primates,Hylobatidae,Nomascus,CR,0.0
Nomascus_leucogenys,Nomascus_leucogenys,direct,Primates,Hylobatidae,Nomascus,CR,0.0
Nomascus_siki,Nomascus_siki,direct,Primates,Hylobatidae,Nomascus,CR,0.0
Nomascus_gabriellae,Nomascus_gabriellae,direct,Primates,Hylobatidae,Nomascus,EN,0.0
Nomascus_concolor,Nomascus_concolor,direct,Primates,Hylobatidae,Nomascus,CR,0.0
Hoolock_leuconedys,Hoolock_leuconedys,direct,Primates,Hylobatidae,Hoolock,VU,0.0
Hoolock_hoolock,Hoolock_hoolock,direct,Primates,Hylobatidae,Hoolock,EN,0.0
Pongo_pygmaeus,Pongo_pygmaeus,direct,Primates,Hominidae,Pongo,CR,0.0
Pongo_abelii,Pongo_abelii,direct,Primates,Hominidae,Pongo,CR,0.0
Pan_troglodytes,Pan_troglodytes,direct,Primates,Hominidae,Pan,EN,0.0
Pan_paniscus,Pan_paniscus,direct,Primates,Hominidae,Pan,EN,0.0
Homo_sapiens,Homo_sapiens,direct,Primates,Hominidae,Homo,NE,0.0
Homo_neanderthalensis,,unmatched,,,,,
Homo_heidelbergensis,,unmatched,,,,,
Homo_denisova,,unmatched,,,,,
Gorilla_gorilla,Gorilla_gorilla,direct,Primates,Hominidae,Gorilla,CR,0.0
Gorilla_beringei,Gorilla_beringei,direct,Primates,Hominidae,Gorilla,CR,0.0
Trachypithecus_germaini,Trachypithecus_germaini,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Trachypithecus_auratus,Trachypithecus_auratus,direct,Primates,Cercopithecidae,Trachypithecus,VU,0.0
Trachypithecus_cristatus,Trachypithecus_cristatus,direct,Primates,Cercopithecidae,Trachypithecus,VU,0.0
Trachypithecus_phayrei,Trachypithecus_phayrei,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Semnopithecus_ajax,Semnopithecus_ajax,direct,Primates,Cercopithecidae,Semnopithecus,EN,0.0
Trachypithecus_barbei,Trachypithecus_barbei,direct,Primates,Cercopithecidae,Trachypithecus,VU,0.0
Trachypithecus_obscurus,Trachypithecus_obscurus,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Semnopithecus_dussumieri,Semnopithecus_hypoleucos,synonym:nominalName,Primates,Cercopithecidae,Semnopithecus,LC,0.0
Trachypithecus_francoisi,Trachypithecus_francoisi,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Semnopithecus_schistaceus,Semnopithecus_schistaceus,direct,Primates,Cercopithecidae,Semnopithecus,LC,0.0
Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,direct,Primates,Cercopithecidae,Trachypithecus,CR,0.0
Trachypithecus_delacouri,Trachypithecus_delacouri,direct,Primates,Cercopithecidae,Trachypithecus,CR,0.0
Trachypithecus_laotum,Trachypithecus_laotum,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Trachypithecus_hatinhensis,Trachypithecus_hatinhensis,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Trachypithecus_pileatus,Trachypithecus_pileatus,direct,Primates,Cercopithecidae,Trachypithecus,VU,0.0
Trachypithecus_shortridgei,Trachypithecus_shortridgei,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Semnopithecus_entellus,Semnopithecus_entellus,direct,Primates,Cercopithecidae,Semnopithecus,LC,0.0
Semnopithecus_hypoleucos,Semnopithecus_hypoleucos,direct,Primates,Cercopithecidae,Semnopithecus,LC,0.0
Semnopithecus_priam,Semnopithecus_priam,direct,Primates,Cercopithecidae,Semnopithecus,NT,0.0
Trachypithecus_johnii,Semnopithecus_johnii,synonym:MSW3,Primates,Cercopithecidae,Semnopithecus,VU,0.0
Semnopithecus_hector,Semnopithecus_hector,direct,Primates,Cercopithecidae,Semnopithecus,NT,0.0
Trachypithecus_vetulus,Semnopithecus_vetulus,synonym:MSW3,Primates,Cercopithecidae,Semnopithecus,EN,0.0
Trachypithecus_geei,Trachypithecus_geei,direct,Primates,Cercopithecidae,Trachypithecus,EN,0.0
Presbytis_thomasi,Presbytis_thomasi,direct,Primates,Cercopithecidae,Presbytis,VU,0.0
Presbytis_frontata,Presbytis_frontata,direct,Primates,Cercopithecidae,Presbytis,VU,0.0
Presbytis_chrysomelas,Presbytis_chrysomelas,direct,Primates,Cercopithecidae,Presbytis,CR,0.0
Presbytis_natunae,Presbytis_natunae,direct,Primates,Cercopithecidae,Presbytis,VU,0.0
Presbytis_potenziani,Presbytis_potenziani,direct,Primates,Cercopithecidae,Presbytis,CR,0.0
Presbytis_hosei,Presbytis_hosei,direct,Primates,Cercopithecidae,Presbytis,VU,0.0
Presbytis_siamensis,Presbytis_siamensis,direct,Primates,Cercopithecidae,Presbytis,NT,0.0
Presbytis_rubicunda,Presbytis_rubicunda,direct,Primates,Cercopithecidae,Presbytis,VU,0.0
Presbytis_femoralis,Presbytis_femoralis,direct,Primates,Cercopithecidae,Presbytis,CR,0.0
Presbytis_comata,Presbytis_comata,direct,Primates,Cercopithecidae,Presbytis,VU,0.0
Presbytis_melalophos,Presbytis_melalophos,direct,Primates,Cercopithecidae,Presbytis,EN,0.0
Rhinopithecus_strykeri,Rhinopithecus_strykeri,direct,Primates,Cercopithecidae,Rhinopithecus,CR,0.0
Rhinopithecus_bieti,Rhinopithecus_bieti,direct,Primates,Cercopithecidae,Rhinopithecus,EN,0.0
Rhinopithecus_roxellana,Rhinopithecus_roxellana,direct,Primates,Cercopithecidae,Rhinopithecus,EN,0.0
Rhinopithecus_brelichi,Rhinopithecus_brelichi,direct,Primates,Cercopithecidae,Rhinopithecus,CR,0.0
Rhinopithecus_avunculus,Rhinopithecus_avunculus,direct,Primates,Cercopithecidae,Rhinopithecus,CR,0.0
Pygathrix_nigripes,Pygathrix_nigripes,direct,Primates,Cercopithecidae,Pygathrix,CR,0.0
Pygathrix_nemaeus,Pygathrix_nemaeus,direct,Primates,Cercopithecidae,Pygathrix,CR,0.0
Pygathrix_cinerea,Pygathrix_cinerea,direct,Primates,Cercopithecidae,Pygathrix,CR,0.0
Simias_concolor,Simias_concolor,direct,Primates,Cercopithecidae,Simias,CR,0.0
Nasalis_larvatus,Nasalis_larvatus,direct,Primates,Cercopithecidae,Nasalis,EN,0.0
Procolobus_gordonorum,,unmatched,,,,,
Procolobus_kirkii,,unmatched,,,,,
Procolobus_rufomitratus,,unmatched,,,,,
Procolobus_pennantii,,unmatched,,,,,
Procolobus_verus,Procolobus_verus,direct,Primates,Cercopithecidae,Procolobus,VU,0.0
Procolobus_preussi,,unmatched,,,,,
Procolobus_badius,,unmatched,,,,,
Colobus_angolensis,Colobus_angolensis,direct,Primates,Cercopithecidae,Colobus,VU,0.0
Colobus_vellerosus,Colobus_vellerosus,direct,Primates,Cercopithecidae,Colobus,CR,0.0
Colobus_satanas,Colobus_satanas,direct,Primates,Cercopithecidae,Colobus,VU,0.0
Colobus_guereza,Colobus_guereza,direct,Primates,Cercopithecidae,Colobus,LC,0.0
Colobus_polykomos,Colobus_polykomos,direct,Primates,Cercopithecidae,Colobus,EN,0.0
Macaca_sylvanus,Macaca_sylvanus,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_sinica,Macaca_sinica,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_nigrescens,Macaca_nigrescens,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_tonkeana,Macaca_tonkeana,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_hecki,Macaca_hecki,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_maura,Macaca_maura,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_ochreata,Macaca_ochreata,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_siberu,Macaca_siberu,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_silenus,Macaca_silenus,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_pagensis,Macaca_pagensis,direct,Primates,Cercopithecidae,Macaca,CR,0.0
Macaca_nemestrina,Macaca_nemestrina,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_leonina,Macaca_leonina,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_munzala,Macaca_munzala,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_radiata,Macaca_radiata,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_assamensis,Macaca_assamensis,direct,Primates,Cercopithecidae,Macaca,NT,0.0
Macaca_thibetana,Macaca_thibetana,direct,Primates,Cercopithecidae,Macaca,NT,0.0
Macaca_mulatta,Macaca_mulatta,direct,Primates,Cercopithecidae,Macaca,LC,0.0
Macaca_fuscata,Macaca_fuscata,direct,Primates,Cercopithecidae,Macaca,LC,0.0
Macaca_nigra,Macaca_nigra,direct,Primates,Cercopithecidae,Macaca,CR,0.0
Macaca_cyclopis,Macaca_cyclopis,direct,Primates,Cercopithecidae,Macaca,LC,0.0
Macaca_arctoides,Macaca_arctoides,direct,Primates,Cercopithecidae,Macaca,VU,0.0
Macaca_leucogenys,Macaca_leucogenys,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Macaca_fascicularis,Macaca_fascicularis,direct,Primates,Cercopithecidae,Macaca,EN,0.0
Lophocebus_aterrimus,Lophocebus_aterrimus,direct,Primates,Cercopithecidae,Lophocebus,VU,0.0
Cercocebus_sanjei,Cercocebus_sanjei,direct,Primates,Cercopithecidae,Cercocebus,EN,0.0
Papio_ursinus,Papio_ursinus,direct,Primates,Cercopithecidae,Papio,LC,0.0
Papio_cynocephalus,Papio_cynocephalus,direct,Primates,Cercopithecidae,Papio,LC,0.0
Papio_papio,Papio_papio,direct,Primates,Cercopithecidae,Papio,NT,0.0
Rungwecebus_kipunji,Rungwecebus_kipunji,direct,Primates,Cercopithecidae,Rungwecebus,EN,0.0
Papio_hamadryas,Papio_hamadryas,direct,Primates,Cercopithecidae,Papio,LC,0.0
Papio_anubis,Papio_anubis,direct,Primates,Cercopithecidae,Papio,LC,0.0
Theropithecus_gelada,Theropithecus_gelada,direct,Primates,Cercopithecidae,Theropithecus,LC,0.0
Mandrillus_sphinx,Mandrillus_sphinx,direct,Primates,Cercopithecidae,Mandrillus,VU,0.0
Mandrillus_leucophaeus,Mandrillus_leucophaeus,direct,Primates,Cercopithecidae,Mandrillus,EN,0.0
Cercocebus_atys,Cercocebus_atys,direct,Primates,Cercopithecidae,Cercocebus,VU,0.0
Lophocebus_albigena,Lophocebus_albigena,direct,Primates,Cercopithecidae,Lophocebus,VU,0.0
Cercocebus_torquatus,Cercocebus_torquatus,direct,Primates,Cercopithecidae,Cercocebus,EN,0.0
Cercocebus_chrysogaster,Cercocebus_chrysogaster,direct,Primates,Cercopithecidae,Cercocebus,EN,0.0
Cercocebus_agilis,Cercocebus_agilis,direct,Primates,Cercopithecidae,Cercocebus,LC,0.0
Cercocebus_galeritus,Cercocebus_galeritus,direct,Primates,Cercopithecidae,Cercocebus,CR,0.0
Cercopithecus_hamlyni,Cercopithecus_hamlyni,direct,Primates,Cercopithecidae,Cercopithecus,VU,0.0
Cercopithecus_neglectus,Cercopithecus_neglectus,direct,Primates,Cercopithecidae,Cercopithecus,LC,0.0
Cercopithecus_diana,Cercopithecus_diana,direct,Primates,Cercopithecidae,Cercopithecus,EN,0.0
Cercopithecus_mona,Cercopithecus_mona,direct,Primates,Cercopithecidae,Cercopithecus,NT,0.0
Cercopithecus_pogonias,Cercopithecus_pogonias,direct,Primates,Cercopithecidae,Cercopithecus,NT,0.0
Cercopithecus_campbelli,Cercopithecus_campbelli,direct,Primates,Cercopithecidae,Cercopithecus,NT,0.0
Erythrocebus_patas,Erythrocebus_patas,direct,Primates,Cercopithecidae,Erythrocebus,NT,0.0
Cercopithecus_lomamiensis,Cercopithecus_lomamiensis,direct,Primates,Cercopithecidae,Cercopithecus,VU,0.0
Chlorocebus_aethiops,Chlorocebus_aethiops,direct,Primates,Cercopithecidae,Chlorocebus,LC,0.0
Cercopithecus_sclateri,Cercopithecus_sclateri,direct,Primates,Cercopithecidae,Cercopithecus,EN,0.0
Chlorocebus_pygerythrus,Chlorocebus_pygerythrus,direct,Primates,Cercopithecidae,Chlorocebus,LC,0.0
Cercopithecus_dryas,Chlorocebus_dryas,synonym:MSW3,Primates,Cercopithecidae,Chlorocebus,EN,0.0
Chlorocebus_djamdjamensis,Chlorocebus_djamdjamensis,direct,Primates,Cercopithecidae,Chlorocebus,VU,0.0
Chlorocebus_tantalus,Chlorocebus_tantalus,direct,Primates,Cercopithecidae,Chlorocebus,LC,0.0
Chlorocebus_cynosuros,Chlorocebus_cynosuros,direct,Primates,Cercopithecidae,Chlorocebus,LC,0.0
Cercopithecus_solatus,Allochrocebus_solatus,synonym:MSW3,Primates,Cercopithecidae,Allochrocebus,NT,0.0
Chlorocebus_sabaeus,Chlorocebus_sabaeus,direct,Primates,Cercopithecidae,Chlorocebus,LC,0.0
Cercopithecus_lhoesti,Allochrocebus_lhoesti,synonym:MSW3,Primates,Cercopithecidae,Allochrocebus,VU,0.0
Cercopithecus_preussi,Allochrocebus_preussi,synonym:MSW3,Primates,Cercopithecidae,Allochrocebus,EN,0.0
Cercopithecus_cephus,Cercopithecus_cephus,direct,Primates,Cercopithecidae,Cercopithecus,LC,0.0
Cercopithecus_erythrotis,Cercopithecus_erythrotis,direct,Primates,Cercopithecidae,Cercopithecus,VU,0.0
Cercopithecus_ascanius,Cercopithecus_ascanius,direct,Primates,Cercopithecidae,Cercopithecus,LC,0.0
Cercopithecus_petaurista,Cercopithecus_petaurista,direct,Primates,Cercopithecidae,Cercopithecus,NT,0.0
Cercopithecus_erythrogaster,Cercopithecus_erythrogaster,direct,Primates,Cercopithecidae,Cercopithecus,EN,0.0
Cercopithecus_mitis,Cercopithecus_mitis,direct,Primates,Cercopithecidae,Cercopithecus,LC,0.0
Cercopithecus_nictitans,Cercopithecus_nictitans,direct,Primates,Cercopithecidae,Cercopithecus,NT,0.0
Miopithecus_talapoin,Miopithecus_talapoin,direct,Primates,Cercopithecidae,Miopithecus,VU,0.0
Miopithecus_ogouensis,Miopithecus_ogouensis,direct,Primates,Cercopithecidae,Miopithecus,NT,0.0
Allenopithecus_nigroviridis,Allenopithecus_nigroviridis,direct,Primates,Cercopithecidae,Allenopithecus,LC,0.0
Ptilocercus_lowii,Ptilocercus_lowii,direct,Scandentia,Ptilocercidae,Ptilocercus,LC,0.0
Dendrogale_murina,Dendrogale_murina,direct,Scandentia,Tupaiidae,Dendrogale,LC,0.0
Tupaia_montana,Tupaia_montana,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_gracilis,Tupaia_gracilis,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_dorsalis,Tupaia_dorsalis,direct,Scandentia,Tupaiidae,Tupaia,DD,0.0
Tupaia_tana,Tupaia_tana,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_splendidula,Tupaia_splendidula,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_palawanensis,Tupaia_palawanensis,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_javanica,Tupaia_javanica,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_minor,Tupaia_minor,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Urogale_everetti,Tupaia_everetti,synonym:MSW3,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_moellendorffi,Tupaia_palawanensis,synonym:nominalName,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_picta,Tupaia_picta,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_longipes,Tupaia_longipes,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_chrysogaster,Tupaia_chrysogaster,direct,Scandentia,Tupaiidae,Tupaia,VU,0.0
Tupaia_glis,Tupaia_glis,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Tupaia_nicobarica,Tupaia_nicobarica,direct,Scandentia,Tupaiidae,Tupaia,EN,0.0
Tupaia_belangeri,Tupaia_belangeri,direct,Scandentia,Tupaiidae,Tupaia,LC,0.0
Dendrogale_melanura,Dendrogale_melanura,direct,Scandentia,Tupaiidae,Dendrogale,DD,0.0
Anathana_ellioti,Anathana_ellioti,direct,Scandentia,Tupaiidae,Anathana,LC,0.0
Galeopterus_variegatus,Galeopterus_variegatus,direct,Dermoptera,Cynocephalidae,Galeopterus,LC,0.0
Cynocephalus_volans,Cynocephalus_volans,direct,Dermoptera,Cynocephalidae,Cynocephalus,LC,0.0
Ochotona_gloveri,Ochotona_erythrotis,synonym:nominalName,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_erythrotis,Ochotona_erythrotis,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_syrinx,Ochotona_syrinx,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_collaris,Ochotona_collaris,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_princeps,Ochotona_princeps,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_argentata,Ochotona_argentata,direct,Lagomorpha,Ochotonidae,Ochotona,EN,0.0
Ochotona_pallasi,Ochotona_pallasii,synonym:MSW3,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_alpina,Ochotona_alpina,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_turuchanensis,Ochotona_turuchanensis,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_hoffmanni,Ochotona_hoffmanni,direct,Lagomorpha,Ochotonidae,Ochotona,EN,0.0
Ochotona_hyperborea,Ochotona_hyperborea,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_mantchurica,Ochotona_mantchurica,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_dauurica,Ochotona_dauurica,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_coreana,Ochotona_coreana,direct,Lagomorpha,Ochotonidae,Ochotona,DD,0.0
Ochotona_cansus,Ochotona_cansus,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_curzoniae,Ochotona_curzoniae,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_nubrica,Ochotona_nubrica,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_thibetana,Ochotona_thibetana,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_thomasi,Ochotona_thomasi,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_pusilla,Ochotona_pusilla,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_iliensis,Ochotona_iliensis,direct,Lagomorpha,Ochotonidae,Ochotona,EN,0.0
Ochotona_koslowi,Ochotona_koslowi,direct,Lagomorpha,Ochotonidae,Ochotona,EN,0.0
Ochotona_rutila,Ochotona_rutila,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_ladacensis,Ochotona_ladacensis,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_macrotis,Ochotona_macrotis,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_roylei,Ochotona_roylii,synonym:MSW3,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_rufescens,Ochotona_rufescens,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Ochotona_forresti,Ochotona_forresti,direct,Lagomorpha,Ochotonidae,Ochotona,LC,0.0
Pronolagus_saundersiae,Pronolagus_saundersiae,direct,Lagomorpha,Leporidae,Pronolagus,LC,0.0
Pronolagus_rupestris,Pronolagus_rupestris,direct,Lagomorpha,Leporidae,Pronolagus,LC,0.0
Pronolagus_randensis,Pronolagus_randensis,direct,Lagomorpha,Leporidae,Pronolagus,LC,0.0
Pronolagus_crassicaudatus,Pronolagus_crassicaudatus,direct,Lagomorpha,Leporidae,Pronolagus,LC,0.0
Prolagus_sardus,Prolagus_sardus,direct,Lagomorpha,Prolagidae,Prolagus,EX,1.0
Nesolagus_timminsi,Nesolagus_timminsi,direct,Lagomorpha,Leporidae,Nesolagus,EN,0.0
Nesolagus_netscheri,Nesolagus_netscheri,direct,Lagomorpha,Leporidae,Nesolagus,DD,0.0
Poelagus_marjorita,Poelagus_marjorita,direct,Lagomorpha,Leporidae,Poelagus,LC,0.0
Romerolagus_diazi,Romerolagus_diazi,direct,Lagomorpha,Leporidae,Romerolagus,EN,0.0
Lepus_nigricollis,Lepus_nigricollis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Brachylagus_idahoensis,Sylvilagus_idahoensis,synonym:MSW3,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Lepus_saxatilis,Lepus_saxatilis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_peguensis,Lepus_peguensis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_hainanus,Lepus_hainanus,direct,Lagomorpha,Leporidae,Lepus,EN,0.0
Lepus_europaeus,Lepus_europaeus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_granatensis,Lepus_granatensis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_yarkandensis,Lepus_yarkandensis,direct,Lagomorpha,Leporidae,Lepus,NT,0.0
Lepus_sinensis,Lepus_sinensis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_mandshuricus,Lepus_mandshuricus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_tolai,Lepus_tolai,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_corsicanus,Lepus_corsicanus,direct,Lagomorpha,Leporidae,Lepus,VU,0.0
Lepus_castroviejoi,Lepus_castroviejoi,direct,Lagomorpha,Leporidae,Lepus,VU,0.0
Lepus_fagani,Lepus_fagani,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_coreanus,Lepus_coreanus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_timidus,Lepus_timidus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_arcticus,Lepus_arcticus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_othus,Lepus_othus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_townsendii,Lepus_townsendii,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_microtis,Lepus_microtis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_capensis,Lepus_capensis,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_comus,Lepus_comus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_oiostolus,Lepus_oiostolus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_californicus,Lepus_californicus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_insularis,Lepus_californicus,synonym:nominalName,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_alleni,Lepus_alleni,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_flavigularis,Lepus_flavigularis,direct,Lagomorpha,Leporidae,Lepus,EN,0.0
Lepus_callotis,Lepus_callotis,direct,Lagomorpha,Leporidae,Lepus,VU,0.0
Lepus_americanus,Lepus_americanus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_brachyurus,Lepus_brachyurus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Oryctolagus_cuniculus,Oryctolagus_cuniculus,direct,Lagomorpha,Leporidae,Oryctolagus,EN,0.0
Caprolagus_hispidus,Caprolagus_hispidus,direct,Lagomorpha,Leporidae,Caprolagus,EN,0.0
Lepus_habessinicus,Lepus_habessinicus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Lepus_tibetanus,Lepus_tibetanus,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Pentalagus_furnessi,Pentalagus_furnessi,direct,Lagomorpha,Leporidae,Pentalagus,EN,0.0
Bunolagus_monticularis,Bunolagus_monticularis,direct,Lagomorpha,Leporidae,Bunolagus,CR,0.0
Lepus_starcki,Lepus_starcki,direct,Lagomorpha,Leporidae,Lepus,LC,0.0
Sylvilagus_obscurus,Sylvilagus_obscurus,direct,Lagomorpha,Leporidae,Sylvilagus,NT,0.0
Sylvilagus_cognatus,Sylvilagus_holzneri,synonym:nominalName,Lagomorpha,Leporidae,Sylvilagus,NE,0.0
Sylvilagus_transitionalis,Sylvilagus_transitionalis,direct,Lagomorpha,Leporidae,Sylvilagus,VU,0.0
Sylvilagus_brasiliensis,Sylvilagus_brasiliensis,direct,Lagomorpha,Leporidae,Sylvilagus,EN,0.0
Sylvilagus_varynaensis,Sylvilagus_varynaensis,direct,Lagomorpha,Leporidae,Sylvilagus,DD,0.0
Sylvilagus_robustus,Sylvilagus_holzneri,synonym:nominalName,Lagomorpha,Leporidae,Sylvilagus,NE,0.0
Sylvilagus_floridanus,Sylvilagus_floridanus,direct,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_mansuetus,Sylvilagus_bachmani,synonym:nominalName,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_palustris,Sylvilagus_palustris,direct,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_cunicularius,Sylvilagus_cunicularius,direct,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_aquaticus,Sylvilagus_aquaticus,direct,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_insonus,Sylvilagus_insonus,direct,Lagomorpha,Leporidae,Sylvilagus,DD,0.0
Sylvilagus_dicei,Sylvilagus_dicei,direct,Lagomorpha,Leporidae,Sylvilagus,VU,0.0
Sylvilagus_nuttallii,Sylvilagus_nuttallii,direct,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_bachmani,Sylvilagus_bachmani,direct,Lagomorpha,Leporidae,Sylvilagus,LC,0.0
Sylvilagus_graysoni,Sylvilagus_graysoni,direct,Lagomorpha,Leporidae,Sylvilagus,EN,0.0
