tree_tip,matched_MDD_name,match_type,order,family,genus,iucn_category,extinct_flag
Lonchophylla_inexpectata,Lonchophylla_inexpectata,direct,Chiroptera,Phyllostomidae,Lonchophylla,NE,0.0
Lonchophylla_chocoana,Lonchophylla_chocoana,direct,Chiroptera,Phyllostomidae,Lonchophylla,DD,0.0
Lonchophylla_dekeyseri,Lonchophylla_dekeyseri,direct,Chiroptera,Phyllostomidae,Lonchophylla,EN,0.0
Lionycteris_spurrelli,Lionycteris_spurrelli,direct,Chiroptera,Phyllostomidae,Lionycteris,LC,0.0
Lonchophylla_peracchii,Lonchophylla_peracchii,direct,Chiroptera,Phyllostomidae,Lonchophylla,LC,0.0
Lonchophylla_hesperia,Lonchophylla_hesperia,direct,Chiroptera,Phyllostomidae,Lonchophylla,NT,0.0
Lonchophylla_mordax,Lonchophylla_mordax,direct,Chiroptera,Phyllostomidae,Lonchophylla,NT,0.0
Lonchophylla_concava,Lonchophylla_concava,direct,Chiroptera,Phyllostomidae,Lonchophylla,LC,0.0
Hsunycteris_thomasi,Hsunycteris_thomasi,direct,Chiroptera,Phyllostomidae,Hsunycteris,LC,0.0
Hsunycteris_pattoni,Hsunycteris_pattoni,direct,Chiroptera,Phyllostomidae,Hsunycteris,DD,0.0
Hsunycteris_cadenai,Hsunycteris_cadenai,direct,Chiroptera,Phyllostomidae,Hsunycteris,DD,0.0
Xeronycteris_vieirai,Xeronycteris_vieirai,direct,Chiroptera,Phyllostomidae,Xeronycteris,DD,0.0
Platalina_genovensium,Platalina_genovensium,direct,Chiroptera,Phyllostomidae,Platalina,NT,0.0
Ectophylla_alba,Ectophylla_alba,direct,Chiroptera,Phyllostomidae,Ectophylla,NT,0.0
Ariteus_flavescens,Ariteus_flavescens,direct,Chiroptera,Phyllostomidae,Ariteus,LC,0.0
Ardops_nichollsi,Ardops_nichollsi,direct,Chiroptera,Phyllostomidae,Ardops,LC,0.0
Phyllops_falcatus,Phyllops_falcatus,direct,Chiroptera,Phyllostomidae,Phyllops,LC,0.0
Stenoderma_rufum,Stenoderma_rufum,direct,Chiroptera,Phyllostomidae,Stenoderma,NT,0.0
Pygoderma_bilabiatum,Pygoderma_bilabiatum,direct,Chiroptera,Phyllostomidae,Pygoderma,LC,0.0
Ametrida_centurio,Ametrida_centurio,direct,Chiroptera,Phyllostomidae,Ametrida,LC,0.0
Sphaeronycteris_toxophyllum,Sphaeronycteris_toxophyllum,direct,Chiroptera,Phyllostomidae,Sphaeronycteris,LC,0.0
Centurio_senex,Centurio_senex,direct,Chiroptera,Phyllostomidae,Centurio,LC,0.0
Artibeus_concolor,Artibeus_concolor,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_inopinatus,Artibeus_inopinatus,direct,Chiroptera,Phyllostomidae,Artibeus,DD,0.0
Artibeus_hirsutus,Artibeus_hirsutus,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_fraterculus,Artibeus_fraterculus,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_jamaicensis,Artibeus_jamaicensis,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_fimbriatus,Artibeus_fimbriatus,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_lituratus,Artibeus_lituratus,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_obscurus,Artibeus_obscurus,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_planirostris,Artibeus_planirostris,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Artibeus_amplus,Artibeus_amplus,direct,Chiroptera,Phyllostomidae,Artibeus,LC,0.0
Dermanura_toltecus,,unmatched,,,,,
Dermanura_phaeotis,Dermanura_phaeotis,direct,Chiroptera,Phyllostomidae,Dermanura,LC,0.0
Dermanura_rosenbergii,Dermanura_rosenbergi,synonym:nominalName,Chiroptera,Phyllostomidae,Dermanura,DD,0.0
Dermanura_watsoni,Dermanura_watsoni,direct,Chiroptera,Phyllostomidae,Dermanura,LC,0.0
Dermanura_incomitatus,,unmatched,,,,,
Dermanura_aztecus,,unmatched,,,,,
Dermanura_glaucus,,unmatched,,,,,
Dermanura_cinereus,,unmatched,,,,,
Dermanura_gnomus,Dermanura_gnomus,direct,Chiroptera,Phyllostomidae,Dermanura,LC,0.0
Dermanura_bogotensis,Dermanura_bogotensis,direct,Chiroptera,Phyllostomidae,Dermanura,LC,0.0
Dermanura_rava,Dermanura_rava,direct,Chiroptera,Phyllostomidae,Dermanura,LC,0.0
Dermanura_anderseni,Dermanura_anderseni,direct,Chiroptera,Phyllostomidae,Dermanura,LC,0.0
Enchisthenes_hartii,Enchisthenes_hartii,direct,Chiroptera,Phyllostomidae,Enchisthenes,LC,0.0
Vampyressa_thyone,Vampyressa_thyone,direct,Chiroptera,Phyllostomidae,Vampyressa,LC,0.0
Vampyressa_pusilla,Vampyressa_pusilla,direct,Chiroptera,Phyllostomidae,Vampyressa,DD,0.0
Vampyressa_melissa,Vampyressa_melissa,direct,Chiroptera,Phyllostomidae,Vampyressa,VU,0.0
Vampyressa_sinchi,Vampyressa_melissa,synonym:nominalName,Chiroptera,Phyllostomidae,Vampyressa,VU,0.0
Mesophylla_macconnelli,Mesophylla_macconnelli,direct,Chiroptera,Phyllostomidae,Mesophylla,LC,0.0
Vampyressa_elisabethae,Vampyressa_elisabethae,direct,Chiroptera,Phyllostomidae,Vampyressa,NE,0.0
Vampyrodes_caraccioli,Vampyrodes_caraccioli,direct,Chiroptera,Phyllostomidae,Vampyrodes,LC,0.0
Platyrrhinus_helleri,Platyrrhinus_helleri,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_matapalensis,Platyrrhinus_matapalensis,direct,Chiroptera,Phyllostomidae,Platyrrhinus,NT,0.0
Platyrrhinus_recifinus,Platyrrhinus_recifinus,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_guianensis,Platyrrhinus_guianensis,direct,Chiroptera,Phyllostomidae,Platyrrhinus,NE,0.0
Platyrrhinus_fusciventris,Platyrrhinus_fusciventris,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_angustirostris,Platyrrhinus_angustirostris,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_nitelinea,Platyrrhinus_nitelinea,direct,Chiroptera,Phyllostomidae,Platyrrhinus,DD,0.0
Platyrrhinus_nigellus,Platyrrhinus_umbratus,synonym:nominalName,Chiroptera,Phyllostomidae,Platyrrhinus,DD,0.0
Platyrrhinus_brachycephalus,Platyrrhinus_brachycephalus,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_chocoensis,Platyrrhinus_dorsalis,synonym:nominalName,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_umbratus,Platyrrhinus_umbratus,direct,Chiroptera,Phyllostomidae,Platyrrhinus,DD,0.0
Platyrrhinus_masu,Platyrrhinus_masu,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_ismaeli,Platyrrhinus_ismaeli,direct,Chiroptera,Phyllostomidae,Platyrrhinus,NT,0.0
Platyrrhinus_vittatus,Platyrrhinus_vittatus,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_albericoi,Platyrrhinus_albericoi,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_dorsalis,Platyrrhinus_dorsalis,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_infuscus,Platyrrhinus_infuscus,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_aurarius,Platyrrhinus_aurarius,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Platyrrhinus_lineatus,Platyrrhinus_lineatus,direct,Chiroptera,Phyllostomidae,Platyrrhinus,LC,0.0
Vampyressa_bidens,Vampyriscus_bidens,synonym:MSW3,Chiroptera,Phyllostomidae,Vampyriscus,LC,0.0
Vampyressa_brocki,Vampyriscus_brocki,synonym:MSW3,Chiroptera,Phyllostomidae,Vampyriscus,LC,0.0
Vampyressa_nymphaea,Vampyriscus_nymphaeus,synonym:MSW3,Chiroptera,Phyllostomidae,Vampyriscus,LC,0.0
Chiroderma_doriae,Chiroderma_doriae,direct,Chiroptera,Phyllostomidae,Chiroderma,LC,0.0
Chiroderma_trinitatum,Chiroderma_trinitatum,direct,Chiroptera,Phyllostomidae,Chiroderma,LC,0.0
Chiroderma_improvisum,Chiroderma_improvisum,direct,Chiroptera,Phyllostomidae,Chiroderma,EN,0.0
Chiroderma_villosum,Chiroderma_villosum,direct,Chiroptera,Phyllostomidae,Chiroderma,LC,0.0
Chiroderma_salvini,Chiroderma_salvini,direct,Chiroptera,Phyllostomidae,Chiroderma,LC,0.0
Chiroderma_vizottoi,Chiroderma_doriae,synonym:nominalName,Chiroptera,Phyllostomidae,Chiroderma,LC,0.0
Uroderma_magnirostrum,Uroderma_magnirostrum,direct,Chiroptera,Phyllostomidae,Uroderma,LC,0.0
Uroderma_bilobatum,Uroderma_bilobatum,direct,Chiroptera,Phyllostomidae,Uroderma,LC,0.0
Uroderma_bakeri,Uroderma_bakeri,direct,Chiroptera,Phyllostomidae,Uroderma,NE,0.0
Sturnira_nana,Sturnira_nana,direct,Chiroptera,Phyllostomidae,Sturnira,EN,0.0
Sturnira_aratathomasi,Sturnira_aratathomasi,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_tildae,Sturnira_tildae,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_bogotensis,Sturnira_bogotensis,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_magna,Sturnira_magna,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_perla,Sturnira_perla,direct,Chiroptera,Phyllostomidae,Sturnira,DD,0.0
Sturnira_koopmanhilli,Sturnira_koopmanhilli,direct,Chiroptera,Phyllostomidae,Sturnira,DD,0.0
Sturnira_mordax,Sturnira_mordax,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_oporaphilum,Sturnira_oporaphilum,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_ludovici,Sturnira_ludovici,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_burtonlimi,Sturnira_burtonlimi,direct,Chiroptera,Phyllostomidae,Sturnira,DD,0.0
Sturnira_hondurensis,Sturnira_hondurensis,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_lilium,Sturnira_lilium,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_parvidens,Sturnira_parvidens,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_sorianoi,Sturnira_sorianoi,direct,Chiroptera,Phyllostomidae,Sturnira,DD,0.0
Sturnira_bakeri,Sturnira_bakeri,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_paulsoni,Sturnira_paulsoni,direct,Chiroptera,Phyllostomidae,Sturnira,NT,0.0
Sturnira_angeli,Sturnira_angeli,direct,Chiroptera,Phyllostomidae,Sturnira,NT,0.0
Sturnira_luisi,Sturnira_luisi,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_erythromos,Sturnira_erythromos,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Sturnira_mistratensis,Sturnira_mistratensis,direct,Chiroptera,Phyllostomidae,Sturnira,DD,0.0
Sturnira_bidens,Sturnira_bidens,direct,Chiroptera,Phyllostomidae,Sturnira,LC,0.0
Rhinophylla_pumilio,Rhinophylla_pumilio,direct,Chiroptera,Phyllostomidae,Rhinophylla,LC,0.0
Rhinophylla_fischerae,Rhinophylla_fischerae,direct,Chiroptera,Phyllostomidae,Rhinophylla,LC,0.0
Rhinophylla_alethina,Rhinophylla_alethina,direct,Chiroptera,Phyllostomidae,Rhinophylla,NT,0.0
Carollia_subrufa,Carollia_subrufa,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Carollia_manu,Carollia_manu,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Carollia_sowelli,Carollia_sowelli,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Carollia_perspicillata,Carollia_perspicillata,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Carollia_brevicauda,Carollia_brevicauda,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Carollia_castanea,Carollia_castanea,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Carollia_benkeithi,Carollia_benkeithi,direct,Chiroptera,Phyllostomidae,Carollia,LC,0.0
Glyphonycteris_daviesi,Glyphonycteris_daviesi,direct,Chiroptera,Phyllostomidae,Glyphonycteris,LC,0.0
Glyphonycteris_sylvestris,Glyphonycteris_sylvestris,direct,Chiroptera,Phyllostomidae,Glyphonycteris,LC,0.0
Glyphonycteris_behnii,Glyphonycteris_behnii,direct,Chiroptera,Phyllostomidae,Glyphonycteris,DD,0.0
Trinycteris_nicefori,Trinycteris_nicefori,direct,Chiroptera,Phyllostomidae,Trinycteris,LC,0.0
Trachops_cirrhosus,Trachops_cirrhosus,direct,Chiroptera,Phyllostomidae,Trachops,LC,0.0
Mimon_cozumelae,Mimon_cozumelae,direct,Chiroptera,Phyllostomidae,Mimon,LC,0.0
Lonchorhina_inusitata,Lonchorhina_inusitata,direct,Chiroptera,Phyllostomidae,Lonchorhina,DD,0.0
Macrophyllum_macrophyllum,Macrophyllum_macrophyllum,direct,Chiroptera,Phyllostomidae,Macrophyllum,LC,0.0
Mimon_bennettii,Mimon_bennettii,direct,Chiroptera,Phyllostomidae,Mimon,LC,0.0
Phyllostomus_hastatus,Phyllostomus_hastatus,direct,Chiroptera,Phyllostomidae,Phyllostomus,LC,0.0
Phyllostomus_latifolius,Phyllostomus_latifolius,direct,Chiroptera,Phyllostomidae,Phyllostomus,LC,0.0
Phyllostomus_elongatus,Phyllostomus_elongatus,direct,Chiroptera,Phyllostomidae,Phyllostomus,LC,0.0
Tonatia_saurophila,,unmatched,,,,,
Tonatia_bidens,Tonatia_bidens,direct,Chiroptera,Phyllostomidae,Tonatia,DD,0.0
Phyllostomus_discolor,Phyllostomus_discolor,direct,Chiroptera,Phyllostomidae,Phyllostomus,LC,0.0
Phylloderma_stenops,Phylloderma_stenops,direct,Chiroptera,Phyllostomidae,Phylloderma,LC,0.0
Lonchorhina_marinkellei,Lonchorhina_marinkellei,direct,Chiroptera,Phyllostomidae,Lonchorhina,VU,0.0
Mimon_crenulatum,Gardnerycteris_crenulata,synonym:MSW3,Chiroptera,Phyllostomidae,Gardnerycteris,LC,0.0
Lophostoma_carrikeri,Lophostoma_carrikeri,direct,Chiroptera,Phyllostomidae,Lophostoma,LC,0.0
Lophostoma_brasiliense,Lophostoma_brasiliense,direct,Chiroptera,Phyllostomidae,Lophostoma,LC,0.0
Lophostoma_aequatorialis,,unmatched,,,,,
Lophostoma_schulzi,Lophostoma_schulzi,direct,Chiroptera,Phyllostomidae,Lophostoma,LC,0.0
Lophostoma_silvicolum,Lophostoma_silvicola,synonym:MSW3,Chiroptera,Phyllostomidae,Lophostoma,LC,0.0
Lophostoma_kalkoae,Lophostoma_kalkoae,direct,Chiroptera,Phyllostomidae,Lophostoma,DD,0.0
Lophostoma_evotis,Lophostoma_evote,synonym:MSW3,Chiroptera,Phyllostomidae,Lophostoma,LC,0.0
Lophostoma_yasuni,Lophostoma_carrikeri,synonym:nominalName,Chiroptera,Phyllostomidae,Lophostoma,LC,0.0
Vampyrum_spectrum,Vampyrum_spectrum,direct,Chiroptera,Phyllostomidae,Vampyrum,NT,0.0
Lonchorhina_fernandezi,Lonchorhina_fernandezi,direct,Chiroptera,Phyllostomidae,Lonchorhina,EN,0.0
Chrotopterus_auritus,Chrotopterus_auritus,direct,Chiroptera,Phyllostomidae,Chrotopterus,LC,0.0
Macrotus_waterhousii,Macrotus_waterhousii,direct,Chiroptera,Phyllostomidae,Macrotus,LC,0.0
Macrotus_californicus,Macrotus_californicus,direct,Chiroptera,Phyllostomidae,Macrotus,LC,0.0
Nycteris_macrotis,Nycteris_macrotis,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_gambiensis,Nycteris_gambiensis,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_grandis,Nycteris_grandis,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_thebaica,Nycteris_thebaica,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_major,Nycteris_major,direct,Chiroptera,Nycteridae,Nycteris,DD,0.0
Nycteris_hispida,Nycteris_hispida,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_aurita,Nycteris_aurita,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_arge,Nycteris_arge,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_nana,Nycteris_nana,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_intermedia,Nycteris_intermedia,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_woodi,Nycteris_woodi,direct,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_vinsoni,Nycteris_macrotis,synonym:nominalName,Chiroptera,Nycteridae,Nycteris,LC,0.0
Nycteris_parisii,Nycteris_parisii,direct,Chiroptera,Nycteridae,Nycteris,DD,0.0
Nycteris_tragata,Nycteris_tragata,direct,Chiroptera,Nycteridae,Nycteris,NT,0.0
Nycteris_javanica,Nycteris_javanica,direct,Chiroptera,Nycteridae,Nycteris,VU,0.0
Nycteris_madagascariensis,Nycteris_macrotis,synonym:nominalName,Chiroptera,Nycteridae,Nycteris,LC,0.0
Emballonura_tiavato,,unmatched,,,,,
Emballonura_atrata,Paremballonura_atrata,synonym:MSW3,Chiroptera,Emballonuridae,Paremballonura,LC,0.0
Coleura_seychellensis,Coleura_seychellensis,direct,Chiroptera,Emballonuridae,Coleura,CR,0.0
Coleura_kibomalandy,Coleura_kibomalandy,direct,Chiroptera,Emballonuridae,Coleura,DD,0.0
Coleura_afra,Coleura_afra,direct,Chiroptera,Emballonuridae,Coleura,LC,0.0
Emballonura_semicaudata,Emballonura_semicaudata,direct,Chiroptera,Emballonuridae,Emballonura,EN,0.0
Emballonura_raffrayana,Emballonura_raffrayana,direct,Chiroptera,Emballonuridae,Emballonura,LC,0.0
Emballonura_furax,Emballonura_furax,direct,Chiroptera,Emballonuridae,Emballonura,LC,0.0
Emballonura_alecto,Emballonura_alecto,direct,Chiroptera,Emballonuridae,Emballonura,LC,0.0
Emballonura_monticola,Emballonura_monticola,direct,Chiroptera,Emballonuridae,Emballonura,LC,0.0
Emballonura_dianae,Emballonura_dianae,direct,Chiroptera,Emballonuridae,Emballonura,LC,0.0
Emballonura_serii,Emballonura_serii,direct,Chiroptera,Emballonuridae,Emballonura,VU,0.0
Emballonura_beccarii,Emballonura_beccarii,direct,Chiroptera,Emballonuridae,Emballonura,LC,0.0
Peropteryx_leucoptera,Peropteryx_leucoptera,direct,Chiroptera,Emballonuridae,Peropteryx,LC,0.0
Peropteryx_pallidoptera,Peropteryx_pallidoptera,direct,Chiroptera,Emballonuridae,Peropteryx,DD,0.0
Peropteryx_trinitatis,Peropteryx_trinitatis,direct,Chiroptera,Emballonuridae,Peropteryx,DD,0.0
Peropteryx_macrotis,Peropteryx_macrotis,direct,Chiroptera,Emballonuridae,Peropteryx,LC,0.0
Peropteryx_kappleri,Peropteryx_kappleri,direct,Chiroptera,Emballonuridae,Peropteryx,LC,0.0
Cormura_brevirostris,Cormura_brevirostris,direct,Chiroptera,Emballonuridae,Cormura,LC,0.0
Diclidurus_isabellus,Diclidurus_isabella,synonym:MSW3,Chiroptera,Emballonuridae,Diclidurus,LC,0.0
Diclidurus_scutatus,Diclidurus_scutatus,direct,Chiroptera,Emballonuridae,Diclidurus,LC,0.0
Diclidurus_ingens,Diclidurus_ingens,direct,Chiroptera,Emballonuridae,Diclidurus,DD,0.0
Diclidurus_albus,Diclidurus_albus,direct,Chiroptera,Emballonuridae,Diclidurus,LC,0.0
Mosia_nigrescens,Mosia_nigrescens,direct,Chiroptera,Emballonuridae,Mosia,LC,0.0
Cyttarops_alecto,Cyttarops_alecto,direct,Chiroptera,Emballonuridae,Cyttarops,LC,0.0
Balantiopteryx_plicata,Balantiopteryx_plicata,direct,Chiroptera,Emballonuridae,Balantiopteryx,LC,0.0
Balantiopteryx_io,Balantiopteryx_io,direct,Chiroptera,Emballonuridae,Balantiopteryx,VU,0.0
Balantiopteryx_infusca,Balantiopteryx_infusca,direct,Chiroptera,Emballonuridae,Balantiopteryx,VU,0.0
Saccopteryx_bilineata,Saccopteryx_bilineata,direct,Chiroptera,Emballonuridae,Saccopteryx,LC,0.0
Saccopteryx_leptura,Saccopteryx_leptura,direct,Chiroptera,Emballonuridae,Saccopteryx,LC,0.0
Saccopteryx_canescens,Saccopteryx_canescens,direct,Chiroptera,Emballonuridae,Saccopteryx,LC,0.0
Saccopteryx_gymnura,Saccopteryx_gymnura,direct,Chiroptera,Emballonuridae,Saccopteryx,DD,0.0
Saccopteryx_antioquensis,Saccopteryx_antioquensis,direct,Chiroptera,Emballonuridae,Saccopteryx,EN,0.0
Centronycteris_maximiliani,Centronycteris_maximiliani,direct,Chiroptera,Emballonuridae,Centronycteris,LC,0.0
Centronycteris_centralis,Centronycteris_centralis,direct,Chiroptera,Emballonuridae,Centronycteris,LC,0.0
Rhynchonycteris_naso,Rhynchonycteris_naso,direct,Chiroptera,Emballonuridae,Rhynchonycteris,LC,0.0
Saccolaimus_flaviventris,Saccolaimus_flaviventris,direct,Chiroptera,Emballonuridae,Saccolaimus,LC,0.0
Saccolaimus_saccolaimus,Saccolaimus_saccolaimus,direct,Chiroptera,Emballonuridae,Saccolaimus,LC,0.0
Saccolaimus_peli,Saccolaimus_peli,direct,Chiroptera,Emballonuridae,Saccolaimus,LC,0.0
Saccolaimus_mixtus,Saccolaimus_mixtus,direct,Chiroptera,Emballonuridae,Saccolaimus,NT,0.0
Taphozous_hilli,Taphozous_hilli,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_longimanus,Taphozous_longimanus,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_australis,Taphozous_australis,direct,Chiroptera,Emballonuridae,Taphozous,NT,0.0
Taphozous_troughtoni,Taphozous_troughtoni,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_mauritianus,Taphozous_mauritianus,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_georgianus,Taphozous_georgianus,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_hamiltoni,Taphozous_hamiltoni,direct,Chiroptera,Emballonuridae,Taphozous,DD,0.0
Taphozous_theobaldi,Taphozous_theobaldi,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_nudiventris,Taphozous_nudiventris,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_kapalgensis,Taphozous_kapalgensis,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_perforatus,Taphozous_perforatus,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_achates,Taphozous_achates,direct,Chiroptera,Emballonuridae,Taphozous,DD,0.0
Taphozous_melanopogon,Taphozous_melanopogon,direct,Chiroptera,Emballonuridae,Taphozous,LC,0.0
Taphozous_hildegardeae,Taphozous_hildegardeae,direct,Chiroptera,Emballonuridae,Taphozous,EN,0.0
Nyctiellus_lepidus,Nyctiellus_lepidus,direct,Chiroptera,Natalidae,Nyctiellus,LC,0.0
Natalus_tumidirostris,Natalus_tumidirostris,direct,Chiroptera,Natalidae,Natalus,LC,0.0
Natalus_stramineus,Natalus_stramineus,direct,Chiroptera,Natalidae,Natalus,LC,0.0
Natalus_mexicanus,Natalus_mexicanus,direct,Chiroptera,Natalidae,Natalus,LC,0.0
Natalus_primus,Natalus_primus,direct,Chiroptera,Natalidae,Natalus,VU,0.0
Natalus_lanatus,Natalus_mexicanus,synonym:nominalName,Chiroptera,Natalidae,Natalus,LC,0.0
Natalus_jamaicensis,Natalus_jamaicensis,direct,Chiroptera,Natalidae,Natalus,CR,0.0
Natalus_major,Natalus_major,direct,Chiroptera,Natalidae,Natalus,NT,0.0
Natalus_saturatus,Natalus_mexicanus,synonym:nominalName,Chiroptera,Natalidae,Natalus,LC,0.0
Natalus_espiritosantensis,Natalus_macrourus,synonym:nominalName,Chiroptera,Natalidae,Natalus,NE,0.0
Chilonatalus_tumidifrons,Chilonatalus_tumidifrons,direct,Chiroptera,Natalidae,Chilonatalus,NT,0.0
Chilonatalus_micropus,Chilonatalus_micropus,direct,Chiroptera,Natalidae,Chilonatalus,VU,0.0
Tadarida_kuboriensis,Austronomus_kuboriensis,synonym:MSW3,Chiroptera,Molossidae,Austronomus,LC,0.0
Tadarida_aegyptiaca,Nyctinomus_aegyptiacus,synonym:MSW3,Chiroptera,Molossidae,Nyctinomus,LC,0.0
Mormopterus_doriae,Mormopterus_doriae,direct,Chiroptera,Molossidae,Mormopterus,DD,0.0
Tadarida_jobimena,,unmatched,,,,,
Mops_sarasinorum,Mops_sarasinorum,direct,Chiroptera,Molossidae,Mops,DD,0.0
Chaerephon_bemmeleni,Mops_bemmeleni,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_plicatus,Mops_plicatus,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_gallagheri,Mops_gallagheri,synonym:MSW3,Chiroptera,Molossidae,Mops,DD,0.0
Mops_brachypterus,Mops_brachypterus,direct,Chiroptera,Molossidae,Mops,LC,0.0
Mops_niangarae,Mops_niangarae,direct,Chiroptera,Molossidae,Mops,DD,0.0
Chaerephon_bivittatus,Mops_bivittatus,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_tomensis,Mops_tomensis,synonym:MSW3,Chiroptera,Molossidae,Mops,EN,0.0
Mops_demonstrator,Mops_demonstrator,direct,Chiroptera,Molossidae,Mops,LC,0.0
Mops_mops,Mops_mops,direct,Chiroptera,Molossidae,Mops,NT,0.0
Mops_spurrelli,Mops_spurrelli,direct,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_bregullae,Mops_bregullae,synonym:MSW3,Chiroptera,Molossidae,Mops,EN,0.0
Chaerephon_major,Mops_major,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Mops_petersoni,Mops_petersoni,direct,Chiroptera,Molossidae,Mops,NT,0.0
Chaerephon_jobensis,Mops_jobensis,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_ansorgei,Mops_ansorgei,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Mops_trevori,Mops_trevori,direct,Chiroptera,Molossidae,Mops,DD,0.0
Chaerephon_aloysiisabaudiae,Mops_aloysiisabaudiae,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_atsinanana,,unmatched,,,,,
Chaerephon_pumilus,Mops_pumilus,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_chapini,Mops_chapini,synonym:MSW3,Chiroptera,Molossidae,Mops,LC,0.0
Mops_niveiventer,Mops_niveiventer,direct,Chiroptera,Molossidae,Mops,LC,0.0
Chaerephon_johorensis,Mops_johorensis,synonym:MSW3,Chiroptera,Molossidae,Mops,VU,0.0
