tree,PD,ePDloss
423,40319.010020484,6334.70927406715
424,39257.4145817365,6160.80140027816
425,40571.084080882,6000.97584164339
426,39640.0291936577,5886.62877602109
427,27343.6238708547,3664.39352453874
428,27273.4008512507,3985.17403275037
429,38906.6433722229,5649.09315341743
430,39913.6781812006,6228.52908599722
431,40512.0572983956,5688.4544831893
432,40152.0201657265,6458.95777001917
433,39296.6970423296,6055.86557543422
434,38855.4172760077,5885.00996455987
435,39295.1748149283,5641.02291648756
436,40041.2782674733,6529.3812107427
437,27814.827660969,3887.39351048158
438,27846.7207569009,4109.24716253834
439,40568.5367660484,6065.74962045755
440,40018.2464649435,6244.5471873986
441,39441.9492985781,5932.64376091125
442,40163.8415003826,6183.03836609615
443,38742.8710067376,5803.25131703904
444,38697.0181298375,5811.16924187676
445,41055.6293539444,6052.68140920573
446,40399.1858305675,6133.10991096794
447,40900.5805027574,6648.91892315543
448,40951.2557649949,6460.83675298578
449,38957.9802150663,6084.9421095326
450,40031.3128657828,6420.71778460083
451,41150.9443480431,6470.96821563139
452,40517.2299761892,5950.90185403472
453,39616.4924680778,5945.43154482343
454,40468.9365586615,6305.5113251528
455,39684.1687647838,6173.04079983474
456,39839.1347629417,6106.2373400003
457,40142.6980444709,6233.71719419589
458,39617.4189035152,5904.05517819874
459,39540.9283278541,6215.49936638855
460,40014.3683473059,6166.1417426501
461,40982.9063851892,6309.94236151489
462,40286.8699628037,6129.5565346511
463,28290.0339377041,4082.43757161248
464,27557.3166082335,3803.6570838383
465,27960.225320562,4080.67878889247
466,27538.1374812537,3932.74429450622
467,40096.8200712988,6411.4498913532
468,39043.1897847044,5738.47318871817
469,41263.4361139278,6485.13023801586
470,40521.0999902794,6080.32944448495
471,28158.2544163659,4076.67076102671
472,28540.0254136853,3988.88233726795
473,39495.2592658694,6096.8899498974
474,39305.7270362864,6099.55364736054
475,40482.6344399094,6194.2807908349
476,39628.9598291104,6250.69985403076
477,39308.9348591973,5855.48920884924
478,38714.6978378583,6060.05530938096
479,40534.0792969896,6253.50876018384
480,41581.8200006517,6314.63963074179
481,39628.9567529951,5823.38133488053
482,40310.2277987579,6342.94450521054
483,40111.8482436992,5951.03107280238
484,39294.4727959817,5696.79009777562
485,39500.607796575,6166.11466237501
486,39243.0793682326,5798.18800469375
487,27702.8733426316,4019.95084639611
488,27840.6067901529,3771.61153156236
489,27861.4568872205,4057.20170154308
490,27822.8881594317,3969.89151160455
491,40465.2819203734,5907.16676774187
492,40409.1990196531,6377.2679062418
493,40404.7228268235,6219.11625569822
494,40484.6451045366,6309.43577702081
495,40721.2897138544,6305.13539669218
496,39388.6019825698,5910.14826083332
497,28589.9499369046,3912.62736251472
498,27652.9087387594,3869.77724745884
499,41121.9180768397,6345.62820313756
500,39750.3029836891,6411.6385216468
501,27453.4098509477,3814.37565907121
502,27096.6042186752,3881.7309638171
503,40988.9440134935,6348.84467007293
504,39283.3815150022,5932.41298916788
505,28185.4679656117,3874.09051536692
506,28327.9015965553,4060.99130133908
507,40867.9135040868,6151.74847290444
508,40499.6944983703,6200.13116154782
509,27157.675366806,3590.86419294876
510,28405.1343472544,4104.16895725947
511,28169.3182692894,3923.66824817614
512,28092.5065994634,3999.35404998549
513,28167.1811729751,3924.06735795149
514,27256.2327662999,4042.39923887488
515,41466.2183018787,6219.57281839726
516,39261.533655446,5450.30358991581
517,40020.8716679367,6525.27550526653
518,39547.5466805528,5995.40318986673
519,28001.5343317261,3999.0400611181
520,28287.9620621621,3970.05561332265
521,39695.563931131,6136.87385362971
522,39137.6724264955,6144.18079707154
523,40263.6336243648,6117.13987578181
524,38973.0568564726,6286.16425653139
525,41028.6602385955,6454.60038838266
526,40935.0122434226,6351.23544915154
527,40410.5187275114,6142.40450344026
528,40198.0126639823,6225.39039794301
529,39818.0406617835,5892.30561077921
530,40126.7309311682,6367.39836513614
531,28088.6554672445,3843.48126274235
532,27981.7157547418,3966.6308539956
533,40079.8300519437,5973.32662600553
534,39581.2431627324,5723.04906463936
535,39945.1897854948,5991.56339607947
536,40462.3909481489,6457.22824116316
537,38527.2318159698,5905.81754592958
538,39426.0961582809,6086.53597879053
539,40951.565618292,5973.37401746801
540,39779.4455671807,5976.01202613106
541,28530.4104560055,4038.72569793864
542,27716.5470160273,4002.39025645367
543,39795.2821154261,6009.99782981338
544,39988.8371547855,6057.27119843246
545,28271.4600572522,3867.9097069128
546,28118.3856394418,3900.7655719882
547,27773.6729715613,3920.67231027293
548,27597.700216993,3951.92545404507
549,41671.3462589802,6473.41544495069
550,41391.6017877238,6194.43809419571
551,40351.1396121322,5973.33392363858
552,40442.5830309001,6361.39244208648
553,40150.6651621054,6156.7532989006
554,38997.605459178,5969.59428749234
555,39960.5562658037,5689.00292751921
