EDGErank,EDrank,species,order,family,genus,RLcat,EDGEmed,EDGEiqr,EDmed,EDiqr,pextmed,pextiqr,TBLmn,isEDGEsp,isEDGEsp_frac,n_trees,match,mdd_sciName,extinct
2207,658,Marmosa_robinsoni,Didelphimorphia,Didelphidae,Marmosa,LC,0.251766392220775,0.173194790329794,5.25971621386906,1.65144652797661,0.0493901464788769,0.0279341163013094,4.96504898467927,0,0.0,1000,direct,Marmosa_robinsoni,0.0
2208,663,Murina_hilgendorfi,Chiroptera,Vespertilionidae,Murina,LC,0.2517653368153,0.148592652301591,5.24277187322952,1.66489134378991,0.049719432105202,0.0263530858928745,4.84507609097883,0,0.0,1000,direct,Murina_hilgendorfi,0.0
2209,691,Phyllonycteris_poeyi,Chiroptera,Phyllostomidae,Phyllonycteris,LC,0.251675825355114,0.146280485229101,5.13043950925811,1.39300235215987,0.0503156391464588,0.0267747134809563,1.5613620151688,0,0.0,1000,direct,Phyllonycteris_poeyi,0.0
2210,3461,Handleyomys_saturatior,,,,DD,0.251282858752757,0.733472448318846,1.38207135675657,0.678038267515263,0.180298561878804,0.654391814536922,1.14077461749292,0,0.0,1000,unmatched,,
2211,4311,Martes_gwatkinsii,Carnivora,Mustelidae,Martes,VU,0.251097885550346,0.356667309248441,1.05235820205776,1.5308230636895,0.240927727265389,0.0807374595962204,1.45428718894647,0,0.301,1000,direct,Martes_gwatkinsii,0.0
2212,3778,Crocidura_dhofarensis,Eulipotyphla,Soricidae,Crocidura,DD,0.25093589076586,0.666943402636544,1.2659205224824,1.78948059859508,0.165757839263197,0.539570743151957,1.53318544858803,0,0.0,1000,direct,Crocidura_dhofarensis,0.0
2213,650,Neacomys_paracou,Rodentia,Cricetidae,Neacomys,LC,0.250914587243181,0.16503312384318,5.29701144709093,1.29262580649771,0.0501016437185674,0.0273255658766107,4.67380381428245,0,0.0,1000,direct,Neacomys_paracou,0.0
2214,4273,Rusa_timorensis,Artiodactyla,Cervidae,Rusa,VU,0.250814946365928,0.132453457515884,1.07129361118014,0.50769986606678,0.24276323493351,0.0731248893221758,1.02018569063682,0,0.028,1000,direct,Rusa_timorensis,0.0
2215,549,Crocidura_nanilla,Eulipotyphla,Soricidae,Crocidura,LC,0.250207818265436,0.287551005178307,5.83843909911765,5.4707623681593,0.0505828056987672,0.027741237421542,4.48372660559485,0,0.0,1000,direct,Crocidura_nanilla,0.0
2216,3643,Lonchophylla_fornicata,Chiroptera,Phyllostomidae,Lonchophylla,DD,0.250198444728792,0.658249086249185,1.31406154175439,2.01173031363244,0.168471820934825,0.57214383695109,1.60015911540655,0,0.0,1000,direct,Lonchophylla_fornicata,0.0
2217,4244,Myosorex_cafer,Eulipotyphla,Soricidae,Myosorex,VU,0.250192260976243,0.167965902825698,1.08124882428009,0.677077851119132,0.238402484424973,0.0783031989567287,0.99558059508519,0,0.113,1000,direct,Myosorex_cafer,0.0
2218,710,Murexia_longicaudata,Dasyuromorphia,Dasyuridae,Murexia,LC,0.250087836991492,0.141197714342018,5.04871917741282,1.52182506582219,0.0499836484513659,0.0277953747088908,4.931531770885,0,0.0,1000,direct,Murexia_longicaudata,0.0
2219,3745,Crocidura_bottegi,Eulipotyphla,Soricidae,Crocidura,DD,0.24986754998674,0.620282710999993,1.27583176798362,1.87909314460516,0.166762954451852,0.474482730382282,1.56632297931242,0,0.0,1000,direct,Crocidura_bottegi,0.0
2220,677,Chrysochloris_asiatica,Afrosoricida,Chrysochloridae,Chrysochloris,LC,0.249647267461138,0.199774348521488,5.20897292528104,3.35483273627039,0.0505922209987628,0.0271086366244802,3.7548922028945,0,0.0,1000,direct,Chrysochloris_asiatica,0.0
2221,2423,Cercopithecus_solatus,Primates,Cercopithecidae,Allochrocebus,NT,0.249573960017513,0.104288981604504,2.04096454912646,0.597350580762717,0.122134902045581,0.0433222395307658,2.03779037863116,0,0.0,1000,synonym:MSW3,Allochrocebus_solatus,0.0
2222,2332,Cercopithecus_nictitans,Primates,Cercopithecidae,Cercopithecus,NT,0.249565988447048,0.113287170748176,2.11303641875982,0.721033099502862,0.122134902045581,0.0428399017362316,1.94284565491333,0,0.0,1000,direct,Cercopithecus_nictitans,0.0
2223,713,Murexia_naso,Dasyuromorphia,Dasyuridae,Murexia,LC,0.249545828074468,0.144527524904747,5.0413417895818,1.50848195332546,0.0499199312169715,0.0278348994594411,4.931531770885,0,0.0,1000,direct,Murexia_naso,0.0
2224,4333,Phoniscus_papuensis,Chiroptera,Vespertilionidae,Phoniscus,VU,0.249434833761087,0.441568108581383,1.04441507123512,1.79206334479394,0.248284811346046,0.0743826326188771,1.49175792756702,0,0.322,1000,direct,Phoniscus_papuensis,0.0
2225,698,Microgale_majori,Afrosoricida,Tenrecidae,Microgale,LC,0.249356867009213,0.26640855339148,5.11291335589831,4.75647101386951,0.0505514006402022,0.0271189381556483,5.1266939151134,0,0.0,1000,direct,Microgale_majori,0.0
2226,2330,Microcebus_mittermeieri,Primates,Cheirogaleidae,Microcebus,NT,0.249254072860162,0.118802169521408,2.11367031834554,0.723962959678679,0.122114583714275,0.0430895819135899,1.80623816949103,0,0.0,1000,synonym:nominalName,Microcebus_lehilahytsara,0.0
2227,2298,Myotis_ruber,Chiroptera,Vespertilionidae,Myotis,NT,0.249191652157315,0.138374540205683,2.13971321367913,0.973298553073634,0.121359336186547,0.0426029955779269,1.99643572154615,0,0.0,1000,direct,Myotis_ruber,0.0
2228,2373,Rhinolophus_sedulus,Chiroptera,Rhinolophidae,Rhinolophus,NT,0.249188228439716,0.154703204669645,2.08054358004705,1.03891777558139,0.123169474089234,0.0426511145430588,1.8285507078249,0,0.0,1000,direct,Rhinolophus_sedulus,0.0
2229,3478,Sturnira_koopmanhilli,Chiroptera,Phyllostomidae,Sturnira,DD,0.249140017057155,0.680898661518397,1.37440783455926,0.564083084026003,0.17672088535038,0.569887043728842,1.34230602660548,0,0.0,1000,direct,Sturnira_koopmanhilli,0.0
2230,3891,Sorex_buchariensis,Eulipotyphla,Soricidae,Sorex,DD,0.248929473939374,0.59319798264195,1.21438703549027,1.88216454201014,0.166341651089203,0.468688717500592,1.77645870921628,0,0.0,1000,direct,Sorex_buchariensis,0.0
2231,703,Pteronotus_quadridens,Chiroptera,Mormoopidae,Pteronotus,LC,0.248873229044113,0.146742934068706,5.09423236335628,1.5806468712578,0.0500318332372664,0.0276629187148646,4.71605906607582,0,0.0,1000,direct,Pteronotus_quadridens,0.0
2232,3988,Hyomys_dammermani,Rodentia,Muridae,Hyomys,DD,0.248491172043952,0.647383471257438,1.17412901740473,1.82735085200477,0.182932911459228,0.606914266766858,1.48284303130402,0,0.0,1000,direct,Hyomys_dammermani,0.0
2233,4391,Solomys_salebrosus,Rodentia,Muridae,Solomys,VU,0.24834644211787,0.235393851495202,1.0225982794122,0.9673945144074,0.248231494990812,0.0770690200138591,0.62952320635349,0,0.179,1000,direct,Solomys_salebrosus,0.0
2234,856,Wiedomys_pyrrhorhinos,Rodentia,Cricetidae,Wiedomys,LC,0.248304995032786,0.176046686483696,4.46978610906525,3.57350244698318,0.0504045500990477,0.0285701587813672,3.14240205168,0,0.0,1000,synonym:MSW3,Wiedomys_pyrrhorinos,0.0
2235,4288,Aotus_nancymaae,Primates,Aotidae,Aotus,VU,0.248290388971052,0.129096176683166,1.06544975291075,0.456902925252943,0.24475592016402,0.0789256948500784,0.97111027064249,0,0.02,1000,synonym:MSW3,Aotus_nancymai,0.0
2236,4308,Hipposideros_khaokhouayensis,Chiroptera,Hipposideridae,Hipposideros,VU,0.248251387722945,0.147716079390668,1.05294716707113,0.576353319608296,0.245508527673304,0.079895942118347,0.953556254124525,0,0.041,1000,direct,Hipposideros_khaokhouayensis,0.0
2237,695,Euryzygomatomys_spinosus,Rodentia,Echimyidae,Euryzygomatomys,LC,0.248084195744362,0.158293577574341,5.12252883235753,1.92125171649221,0.0502013616676127,0.0281884296125019,4.97963889458651,0,0.0,1000,direct,Euryzygomatomys_spinosus,0.0
2238,3877,Proechimys_kulinae,Rodentia,Echimyidae,Proechimys,DD,0.247935020866999,0.598945048914998,1.21786147429551,1.71498478348353,0.170528381961299,0.559677534770214,1.46629882578028,0,0.0,1000,direct,Proechimys_kulinae,0.0
2239,2359,Rhinolophus_trifoliatus,Chiroptera,Rhinolophidae,Rhinolophus,NT,0.247909086302161,0.134861974090287,2.09253410451193,0.973524370648666,0.123299304586201,0.0426967090487945,1.85743629087838,0,0.0,1000,direct,Rhinolophus_trifoliatus,0.0
2240,3558,Crocidura_tenuis,Eulipotyphla,Soricidae,Crocidura,DD,0.247871820138785,0.627090831655753,1.34518937802832,1.78092901046591,0.165605638882113,0.534878524865207,1.54205253201513,0,0.0,1000,direct,Crocidura_tenuis,0.0
2241,3887,Neoromicia_flavescens,,,,DD,0.247617297335706,0.652531193589436,1.21587759159829,1.82993144427801,0.17672088535038,0.613796891576769,1.46480999170122,0,0.0,1000,unmatched,,
2242,672,Marmosa_mexicana,Didelphimorphia,Didelphidae,Marmosa,LC,0.24753223737714,0.163719555156477,5.22334311354967,1.70160816511609,0.0493901464788769,0.0278257754905093,4.87367305632024,0,0.0,1000,direct,Marmosa_mexicana,0.0
2243,2459,Arctocebus_calabarensis,Primates,Lorisidae,Arctocebus,NT,0.247488401410552,0.343469247358644,2.00761223590904,2.79086404892432,0.12124361627101,0.0425181018913916,2.47415553550927,0,0.0,1000,direct,Arctocebus_calabarensis,0.0
2244,646,Myotis_muricola,Chiroptera,Vespertilionidae,Myotis,LC,0.247086019783649,0.220690827807986,5.32126137548757,3.49074056306449,0.0499677304323824,0.0265799152668583,4.48854160877934,0,0.0,1000,direct,Myotis_muricola,0.0
2245,755,Dasypus_hybridus,Cingulata,Dasypodidae,Dasypus,LC,0.247073567232293,0.39934480555185,4.90577170563632,7.45242675487498,0.0506243207332888,0.0272217349168821,6.85953797563768,0,0.0,1000,synonym:nominalName,Dasypus_septemcinctus,0.0
2246,2358,Mustela_altaica,Carnivora,Mustelidae,Mustela,NT,0.247022586505796,0.128927117612705,2.09267401590524,0.718389229078702,0.120853253077755,0.0434946771828389,2.03876444453432,0,0.0,1000,direct,Mustela_altaica,0.0
2247,749,Macrophyllum_macrophyllum,Chiroptera,Phyllostomidae,Macrophyllum,LC,0.246846347650147,0.201979172391471,4.92320759022351,3.44266762245707,0.0505530585536003,0.0282122541169937,5.02914589880718,0,0.0,1000,direct,Macrophyllum_macrophyllum,0.0
2248,4220,Nyctimene_minutus,Chiroptera,Pteropodidae,Nyctimene,VU,0.246821297914939,0.381595896786577,1.08931865368137,1.47124231134941,0.245516772328093,0.0796666349014153,1.26882351168745,0,0.3,1000,synonym:MSW3,Nyctimene_varia,0.0
2249,3925,Uromys_siebersi,Rodentia,Muridae,Uromys,DD,0.24676142512354,0.592660023739929,1.20075447568304,1.77461390411353,0.180859327457414,0.570263733564334,1.08174056330055,0,0.0,1000,direct,Uromys_siebersi,0.0
2250,5660,Ctenomys_latro,Rodentia,Ctenomyidae,Ctenomys,EN,0.246706639322139,0.163233166806221,0.497881803064995,0.264658123790323,0.490629947114608,0.273269479840031,0.47550191299933,0,0.0,1000,direct,Ctenomys_latro,0.0
2251,3784,Crocidura_polia,Eulipotyphla,Soricidae,Crocidura,DD,0.246054200463477,0.615763591645578,1.26365181631646,1.81340157874292,0.166762954451852,0.485454643420595,1.58587557902666,0,0.0,1000,direct,Crocidura_polia,0.0
2252,4379,Nycteris_javanica,Chiroptera,Nycteridae,Nycteris,VU,0.246051846839031,0.206066022798781,1.02862613560105,0.860366806195656,0.246279587503323,0.0748394563908656,0.754011881728622,0,0.175,1000,direct,Nycteris_javanica,0.0
2253,725,Napaeozapus_insignis,Rodentia,Zapodidae,Napaeozapus,LC,0.245777425407794,0.160044115811418,5.01527288247389,1.75534423723003,0.0501629859286129,0.0270382154495126,4.91919753906638,0,0.0,1000,direct,Napaeozapus_insignis,0.0
2254,3695,Crocidura_lwiroensis,Eulipotyphla,Soricidae,Crocidura,DD,0.245776494517064,0.604601689109408,1.29786229333281,1.76258075390372,0.16521604822198,0.501452097770048,1.586515495956,0,0.0,1000,direct,Crocidura_lwiroensis,0.0
2255,4395,Prosciurillus_weberi,Rodentia,Sciuridae,Prosciurillus,VU,0.24567365469997,0.362629096091199,1.02074481179423,1.49413525143351,0.246944056861299,0.0751145078690388,1.23290537884528,0,0.302,1000,direct,Prosciurillus_weberi,0.0
2256,558,Hipposideros_galeritus,Chiroptera,Hipposideridae,Hipposideros,LC,0.245563353767691,0.230847696857617,5.77843205461326,4.27753099277502,0.0508893366745437,0.0275760648572331,4.54609080907158,0,0.0,1000,direct,Hipposideros_galeritus,0.0
2257,737,Idionycteris_phyllotis,Chiroptera,Vespertilionidae,Idionycteris,LC,0.245441479277715,0.180567661843402,4.95966919458523,2.43139278693659,0.0510078272897749,0.0273803399867454,4.79037891507714,0,0.0,1000,direct,Idionycteris_phyllotis,0.0
2258,770,Baiomys_taylori,Rodentia,Cricetidae,Baiomys,LC,0.245290320768186,0.136371411103632,4.80841450840812,1.01560408399043,0.0513001878327125,0.027549171897113,4.570846155249,0,0.0,1000,direct,Baiomys_taylori,0.0
2259,734,Gerbilliscus_kempi,Rodentia,Muridae,Gerbilliscus,LC,0.245202918955729,0.149147772059465,4.98434994034327,1.049799174904,0.0502839034717399,0.0271912834585318,4.78818826835385,0,0.0,1000,synonym:MSW3,Gerbilliscus_kempii,0.0
2260,655,Osgoodomys_banderanus,Rodentia,Cricetidae,Osgoodomys,LC,0.2451398524367,0.163497243811847,5.27122492681011,1.31362233406758,0.0510547460791841,0.027718674369755,4.45413284056566,0,0.0,1000,direct,Osgoodomys_banderanus,0.0
2261,722,Scotophilus_kuhlii,Chiroptera,Vespertilionidae,Scotophilus,LC,0.245028963215099,0.207713552047413,5.02086345059491,2.95696113348146,0.051493983956703,0.0280631654516321,4.46986827012481,0,0.0,1000,direct,Scotophilus_kuhlii,0.0
2262,5653,Pteropus_mariannus,Chiroptera,Pteropodidae,Pteropus,EN,0.244929150192145,0.161428734764017,0.503788949762599,0.227190581218642,0.495049333939443,0.289726422804374,0.46908913183906,0,0.0,1000,direct,Pteropus_mariannus,0.0
2263,3868,Oenomys_ornatus,Rodentia,Muridae,Oenomys,DD,0.244917402576032,0.605232941378467,1.22078827564702,1.66394632441193,0.184476500337859,0.582543301969622,1.55094124207062,0,0.0,1000,direct,Oenomys_ornatus,0.0
2264,4430,Aotus_jorgehernandezi,Primates,Aotidae,Aotus,VU,0.244880837062946,0.355150584191581,1.0074891889325,1.43639940742546,0.244310461480918,0.0789919186535449,1.34843559839115,0,0.286,1000,synonym:nominalName,Aotus_brumbacki,0.0
2265,702,Submyotodon_latirostris,Chiroptera,Vespertilionidae,Submyotodon,LC,0.244540124701534,0.389353661516523,5.09928961100789,8.14426706689709,0.0495675700230571,0.0265472411749861,4.68978021946786,0,0.0,1000,direct,Submyotodon_latirostris,0.0
2266,779,Baiomys_musculus,Rodentia,Cricetidae,Baiomys,LC,0.244379422349045,0.135489043723101,4.7866954549462,1.01913859546335,0.0512335140544116,0.0275452975990965,4.570846155249,0,0.0,1000,direct,Baiomys_musculus,0.0
2267,2420,Petaurista_yunanensis,Rodentia,Sciuridae,Petaurista,NT,0.244331935508775,0.143193695523094,2.04312092213891,1.11468039872472,0.122442163260447,0.0409770651330616,1.63740895875953,0,0.0,1000,synonym:nominalName,Petaurista_nobilis,0.0
2268,4381,Nyctalus_lasiopterus,Chiroptera,Vespertilionidae,Nyctalus,VU,0.244259595106896,0.168203532318843,1.02746362217875,0.671250084185914,0.245518238234228,0.0725833716801177,0.9751868131325,0,0.095,1000,direct,Nyctalus_lasiopterus,0.0
2269,3819,Crocidura_annamitensis,Eulipotyphla,Soricidae,Crocidura,DD,0.244188221924092,0.604390488965629,1.24626554849519,1.78050989692567,0.167474492415617,0.527160363939215,1.53091793476638,0,0.0,1000,direct,Crocidura_annamitensis,0.0
2270,758,Didelphis_virginiana,Didelphimorphia,Didelphidae,Didelphis,LC,0.24415819370746,0.148804608198024,4.89047751668508,1.27304155945103,0.0494385318249323,0.0278835550388994,4.96673572465,0,0.0,1000,direct,Didelphis_virginiana,0.0
2271,3503,Handleyomys_chapmani,,,,DD,0.243872171108783,0.688414685725587,1.36435135392495,0.693500792716576,0.181350140272025,0.657921886475918,1.11623164369737,0,0.0,1000,unmatched,,
2272,4003,Lasiurus_castaneus,Chiroptera,Vespertilionidae,Lasiurus,DD,0.243763039491883,0.619224597338566,1.17041094670465,1.70134501545935,0.179042431178678,0.606557134877646,1.56780956904948,0,0.0,1000,direct,Lasiurus_castaneus,0.0
2273,3713,Crocidura_pergrisea,Eulipotyphla,Soricidae,Crocidura,DD,0.243551205726214,0.601386397955757,1.28915307158138,1.67046642063394,0.165991491034188,0.521310520772334,1.48028938584373,0,0.0,1000,direct,Crocidura_pergrisea,0.0
2274,748,Ochotona_ladacensis,Lagomorpha,Ochotonidae,Ochotona,LC,0.243439732080534,0.143595478502147,4.9267764847586,1.71082136816328,0.0507652041495646,0.0285573740894643,4.663312643473,0,0.0,1000,direct,Ochotona_ladacensis,0.0
2275,3494,Herpestes_edwardsii,,,,DD,0.2433294226192,0.64529557604859,1.36770106714854,0.501465018215216,0.176835213194532,0.550704735260563,1.30384528030519,0,0.0,1000,unmatched,,
2276,799,Platymops_setiger,Chiroptera,Molossidae,Platymops,LC,0.243205206928726,0.378941002180196,4.70471477893511,7.20635790000516,0.051354325492029,0.0286737178594855,4.67888603398772,0,0.0,1000,direct,Platymops_setiger,0.0
2277,2452,Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias,NT,0.243193333962493,0.101677900537057,2.01478097888209,0.65442391984733,0.120580033370293,0.0431411485036436,2.0366942358611,0,0.0,1000,direct,Eumetopias_jubatus,0.0
2278,3982,Myotis_hermani,Chiroptera,Vespertilionidae,Myotis,DD,0.243147682950856,0.585644676165084,1.17510545265784,1.59206778953937,0.187352290787223,0.567163882648416,1.30341870453333,0,0.0,1000,direct,Myotis_hermani,0.0
2279,3403,Balaenoptera_omurai,Artiodactyla,Balaenopteridae,Balaenoptera,DD,0.243090335938164,0.604042358151189,1.40669499519447,0.471363923722717,0.17041261974261,0.481743437705722,1.35068432040075,0,0.0,1000,direct,Balaenoptera_omurai,0.0
2280,2432,Rhinolophus_robinsoni,Chiroptera,Rhinolophidae,Rhinolophus,NT,0.243070290166949,0.127722698989152,2.03325613333513,0.887667382989073,0.123299304586201,0.0426511145430588,1.81449807143559,0,0.0,1000,direct,Rhinolophus_robinsoni,0.0
2281,697,Micronycteris_hirsuta,Chiroptera,Phyllostomidae,Micronycteris,LC,0.243058639824207,0.161514511794779,5.11525412638248,1.60056592885565,0.0500030215034156,0.0269455146794366,4.79464745592258,0,0.0,1000,direct,Micronycteris_hirsuta,0.0
2282,2640,Sommeromys_macrorhinos,Rodentia,Muridae,Sommeromys,NT,0.243057056570733,0.357674492355652,1.87644622138658,2.82755932898988,0.123698042244886,0.0425746671314186,2.31976413928819,0,0.0,1000,direct,Sommeromys_macrorhinos,0.0
2283,761,Trinomys_iheringi,Rodentia,Echimyidae,Trinomys,LC,0.243050492970506,0.146142005849778,4.86781628281892,1.70595350536533,0.050273565307737,0.0284367652793295,4.73594041686707,0,0.0,1000,direct,Trinomys_iheringi,0.0
2284,2457,Myotis_sodalis,Chiroptera,Vespertilionidae,Myotis,NT,0.24208257968148,0.149706834978967,2.00798819267624,1.04940050839837,0.121547688844721,0.0428973765936098,1.87316787604492,0,0.0,1000,direct,Myotis_sodalis,0.0
2285,4500,Rhinolophus_canuti,Chiroptera,Rhinolophidae,Rhinolophus,VU,0.24192784052932,0.331903547356875,0.980247090107598,1.40261669727816,0.246953386379361,0.0774053137004698,1.32843884323367,0,0.282,1000,direct,Rhinolophus_canuti,0.0
2286,3954,Petaurista_siangensis,Rodentia,Sciuridae,Petaurista,NE,0.241919914122969,0.591724963550246,1.18782755757851,1.77478098334432,0.180639228092253,0.605644639553402,1.53504352583731,0,0.0,1000,direct,Petaurista_siangensis,0.0
2287,3781,Crocidura_katinka,Eulipotyphla,Soricidae,Crocidura,DD,0.241806964152781,0.58274273132553,1.26503333723395,1.75778154615729,0.166762954451852,0.53455871476351,1.5123515881194,0,0.0,1000,direct,Crocidura_katinka,0.0
2288,4105,Myotis_handleyi,Chiroptera,Vespertilionidae,Myotis,NE,0.241526422651002,0.572001742429546,1.12904977317377,1.64337492087594,0.189237056180909,0.568484553138109,1.29388392985435,0,0.0,1000,direct,Myotis_handleyi,0.0
2289,4404,Gazella_subgutturosa,Artiodactyla,Bovidae,Gazella,VU,0.240751160190968,0.144703252406069,1.01719784072525,0.53610644730564,0.245683034794913,0.0731866533538173,0.98822173581419,0,0.03,1000,direct,Gazella_subgutturosa,0.0
2290,3934,Crocidura_grandis,Eulipotyphla,Soricidae,Crocidura,DD,0.24065017415248,0.587637188269292,1.19517204776302,1.74054784908906,0.165991491034188,0.528347766448222,1.45351581711661,0,0.0,1000,direct,Crocidura_grandis,0.0
2291,4355,Pteropus_cognatus,Chiroptera,Pteropodidae,Pteropus,VU,0.24063929032679,0.297000665463616,1.03782400868367,1.20030424199301,0.245063948457488,0.0787891225822305,0.9895833713198,0,0.253,1000,direct,Pteropus_cognatus,0.0
2292,4013,Otomops_formosus,Chiroptera,Molossidae,Otomops,DD,0.240614680643447,0.602133826061166,1.16656169949002,1.82310778703332,0.181703501084761,0.635704842635232,1.32112977675298,0,0.0,1000,direct,Otomops_formosus,0.0
2293,763,Trinomys_dimidiatus,Rodentia,Echimyidae,Trinomys,LC,0.240337716663645,0.142883084874962,4.86509896813199,1.76443315007145,0.050273565307737,0.0283426649597407,4.67208579983481,0,0.0,1000,direct,Trinomys_dimidiatus,0.0
2294,2498,Octodon_lunatus,Rodentia,Octodontidae,Octodon,NT,0.240329316660961,0.117800814831806,1.97633304799738,0.814825847148283,0.12186543145219,0.0405197675007587,1.40435350373425,0,0.0,1000,direct,Octodon_lunatus,0.0
2295,3938,Crocidura_hilliana,Eulipotyphla,Soricidae,Crocidura,DD,0.24018609754957,0.544535006203802,1.1932437541182,1.82776731483641,0.166341651089203,0.525373409838294,1.49134669029942,0,0.0,1000,direct,Crocidura_hilliana,0.0
2296,3983,Tylomys_panamensis,Rodentia,Cricetidae,Tylomys,DD,0.24017553172842,0.545270653504917,1.17509482882332,1.64958236585739,0.187662999398214,0.670241203399852,1.13712461305551,0,0.0,1000,direct,Tylomys_panamensis,0.0
2297,3570,Crocidura_gracilipes,Eulipotyphla,Soricidae,Crocidura,DD,0.240110694681912,0.690316228458523,1.34153315454511,1.79409569799898,0.167474492415617,0.533371312254504,1.57719862782061,0,0.0,1000,direct,Crocidura_gracilipes,0.0
2298,706,Amblysomus_hottentotus,Afrosoricida,Chrysochloridae,Amblysomus,LC,0.240039978491946,0.190015159864938,5.06890894606286,3.38361219112013,0.0506243207332888,0.0274223159829248,4.8750834372317,0,0.0,1000,direct,Amblysomus_hottentotus,0.0
2299,546,Stochomys_longicaudatus,Rodentia,Muridae,Stochomys,LC,0.239967491972392,0.277298707578195,5.84551430487509,5.18190179504964,0.05161469755879,0.02737513705742,4.25790134908215,0,0.0,1000,direct,Stochomys_longicaudatus,0.0
2300,634,Rhinolophus_blasii,Chiroptera,Rhinolophidae,Rhinolophus,LC,0.239959090144661,0.206604241513179,5.3806300595,3.53707366049473,0.0507375048973804,0.0267045015287252,4.13069629966151,0,0.0,1000,direct,Rhinolophus_blasii,0.0
2301,4392,Lynx_pardinus,Carnivora,Felidae,Lynx,VU,0.23987466390004,0.113569114378586,1.02191969724695,0.38839958952389,0.242975788672422,0.0786864394275413,1.0200670859934,0,0.019,1000,direct,Lynx_pardinus,0.0
2302,2474,Urocitellus_washingtoni,Rodentia,Sciuridae,Urocitellus,NT,0.239592684830901,0.107054948774681,1.99984845014303,0.663957790446689,0.122699286978843,0.0412966271304178,1.9366346518693,0,0.0,1000,direct,Urocitellus_washingtoni,0.0
2303,823,Notocitellus_adocetus,Rodentia,Sciuridae,Notocitellus,LC,0.239528203096699,0.139619013719558,4.60594985120742,1.49895266522544,0.0507179599309811,0.0283107276940325,4.493871114982,0,0.0,1000,direct,Notocitellus_adocetus,0.0
2304,3992,Crocidura_planiceps,Eulipotyphla,Soricidae,Crocidura,DD,0.239414167504814,0.599417453781153,1.17341740200772,1.88126031567121,0.165757839263197,0.521779369518009,1.45983864452226,0,0.0,1000,direct,Crocidura_planiceps,0.0
2305,2378,Alouatta_caraya,Primates,Atelidae,Alouatta,NT,0.23935051084444,0.201691012525408,2.07870517857228,1.64269130470478,0.122055135883227,0.0431912424208022,1.80025347871545,0,0.0,1000,direct,Alouatta_caraya,0.0
2306,4058,Myotis_australis,Chiroptera,Vespertilionidae,Myotis,DD,0.239281252004601,0.531004710479748,1.14573613879328,1.44911435991306,0.189237056180909,0.600643919259753,1.27238000080928,0,0.0,1000,direct,Myotis_australis,0.0
2307,4363,Meriones_sacramenti,Rodentia,Muridae,Meriones,VU,0.23915296819234,0.392927814384986,1.03448467504681,1.58098377240512,0.245332713996574,0.0762139165687419,1.35996187529133,0,0.291,1000,direct,Meriones_sacramenti,0.0
2308,802,Diclidurus_isabellus,Chiroptera,Emballonuridae,Diclidurus,LC,0.238995236445385,0.13366947989582,4.69377596538086,1.25407347663285,0.050205143379383,0.0282669979973681,4.769746166413,0,0.0,1000,synonym:MSW3,Diclidurus_isabella,0.0
2309,4027,Neoromicia_malagasyensis,,,,DD,0.238924893854368,0.599151361440905,1.1604354605274,0.850699738263799,0.17772849736262,0.609961658459064,0.81598689005663,0,0.0,1000,unmatched,,
2310,2518,Hapalomys_delacouri,Rodentia,Muridae,Hapalomys,NT,0.238757667592799,0.298097625870601,1.96422290529089,2.3566434175721,0.123698042244886,0.0424851288149492,1.067843557562,0,0.0,1000,direct,Hapalomys_delacouri,0.0
2311,821,Notocitellus_annulatus,Rodentia,Sciuridae,Notocitellus,LC,0.238615283819827,0.137690293730948,4.61267868572984,1.48301633336764,0.0507179599309811,0.0283656929192189,4.493871114982,0,0.0,1000,direct,Notocitellus_annulatus,0.0
2312,4398,Dobsonia_emersa,Chiroptera,Pteropodidae,Dobsonia,VU,0.23851329896957,0.397093133669756,1.01990699005246,1.58673802978662,0.246059419333368,0.0808095903495894,1.50639126072425,0,0.305,1000,direct,Dobsonia_emersa,0.0
2313,800,Lagenorhynchus_acutus,Artiodactyla,Delphinidae,Leucopleurus,LC,0.238361630042144,0.130308509927065,4.697536192,1.12210138475,0.0495892642642249,0.0272889876907007,4.784922902928,0,0.0,1000,synonym:MSW3,Leucopleurus_acutus,0.0
2314,617,Meriones_tamariscinus,Rodentia,Muridae,Meriones,LC,0.238357422437128,0.307829549167804,5.47475613643349,6.31426278790506,0.0509811302106642,0.0272256780383712,4.35176882266505,0,0.0,1000,direct,Meriones_tamariscinus,0.0
2315,780,Idiurus_macrotis,Rodentia,Anomaluridae,Idiurus,LC,0.238221950136685,0.308378022175355,4.78485747804109,5.69788534271039,0.0490719571869064,0.0275486733262378,5.6673413417036,0,0.0,1000,direct,Idiurus_macrotis,0.0
2316,3554,Crocidura_ultima,Eulipotyphla,Soricidae,Crocidura,DD,0.238136352879746,0.634808897838926,1.3472629864338,1.78551600640691,0.165757839263197,0.535642147589205,1.5023766819549,0,0.0,1000,direct,Crocidura_ultima,0.0
2317,3434,Crocidura_rapax,Eulipotyphla,Soricidae,Crocidura,DD,0.237914092773227,0.570535647602991,1.39319914423406,0.829579259118522,0.16521604822198,0.522086766974821,1.31589045338701,0,0.0,1000,direct,Crocidura_rapax,0.0
