tree,PD,ePDloss
213,29937.7293554157,3025.37030787223
214,30863.1240187339,3046.40092399926
215,29593.3945142184,2967.29657614836
216,31360.1530309135,3092.35261973435
217,31433.5890615217,3137.84178961407
218,31281.0048105053,3109.48975711718
219,30641.7348966164,3076.8568385858
220,28130.4089973103,2850.51580700163
221,30761.849433566,3089.5160517273
222,27594.6147616151,2700.89974394407
223,30841.0592735003,3189.46819283366
224,28442.2201734999,2895.63691264806
225,30950.4655189272,3222.68660301258
226,31314.1771781435,3275.76752499835
227,31266.2018951328,3208.37604024397
228,30868.8319075646,3152.09899256348
229,31206.6836760634,3114.02569573097
230,31234.6522777912,3106.50777357624
231,30975.7003462104,3184.52393848721
232,32620.3443261445,3254.71273739751
233,31104.1967668439,3159.33437620309
234,30997.5553226252,3246.22642709498
235,31076.6064816644,3110.04888935948
236,31598.7208610234,3240.21011649998
237,31465.2662263284,3327.38143274382
238,31609.6134273099,3392.92246979815
239,31622.8864203122,3306.96068171685
240,32225.0961093232,3345.67775978474
241,31960.6588005873,3244.84971426928
242,31863.4506817927,3233.77751636236
243,32690.296042232,3287.72051190554
244,32650.5926286874,3244.57716194806
245,32340.1420134887,3181.63947248684
246,32470.75058314,3226.57791827338
247,32084.604757409,3241.09497663182
248,31918.6977831595,3259.24548112214
249,31850.0923334642,3164.92981987781
250,31462.2614202543,3217.0968477876
251,29687.5464861548,2936.66002812316
252,29282.8491704545,2924.02736633229
253,29303.6855594081,2877.51295641952
254,29517.7481288849,3098.52247509083
255,29442.2433899596,2980.99688082153
256,29455.4357861208,2991.86788729453
257,29167.2320791284,2950.78887921922
258,29340.3886554959,2938.19392134204
259,29602.2126906964,3130.97574843716
260,29385.7735339664,2910.52994201091
261,30444.979097276,3145.14467510903
262,28922.6954680615,2834.75432797303
263,28859.4476026435,2972.54094140089
264,28725.5255182415,2875.86933332016
265,28844.0444878466,2916.55492487384
266,28306.7690450606,2822.38093878121
267,29440.2996519476,3055.64934197824
268,29343.8563242394,3015.67720232517
269,29484.4827737824,3056.72578894449
270,29101.2804883393,2962.19613206371
271,28998.4500684137,2956.92482868469
272,28955.7981652922,2958.63283222399
273,28777.89245426,2988.49907135474
274,28761.8831430874,2826.77947132482
275,29143.8244220461,2873.86407061029
276,28915.9641488063,2937.523542732
277,29063.148574862,2911.7114815947
